Record ID,Aircraft: Type,Airport: Name,Altitude bin,Aircraft: Make/Model,Wildlife: Number struck,Wildlife: Number Struck Actual,Effect: Impact to flight,FlightDate,Effect: Indicated Damage,Aircraft: Number of engines?,Aircraft: Airline/Operator,Origin State,When: Phase of flight,Conditions: Precipitation,Remains of wildlife collected?,Remains of wildlife sent to Smithsonian,Remarks,Wildlife: Size,Conditions: Sky,Wildlife: Species,Pilot warned of birds or wildlife?,Cost: Total $,Feet above ground,Number of people injured,Is Aircraft Large?
236735,Airplane,VERO BEACH MUNICIPAL,> 1000 ft,PA-28,1,1,Precautionary Landing,2006-05-19,Caused damage,1,BUSINESS,Florida,Descent,,False,False,"BIRD, BROWN BIRD. A/C WAS DESCENDING INTO PATTERN. PILOT SAW BIRD BUT WAS UNABLE TO AVOID IT. HIT WINDSCREEN NEAR THE TOP AND LEFT A FIST SIZED HOLE NEAR THE TEMP GAUGE. BUT DID NOT PENETRATE IT.  LANDED SAFELY  HAD TO FLY A TEAM IN TO REPLACE WINDSHLD.",Large,No Cloud,Unknown bird - large,N,690,1500.0,0,No
239317,Airplane,PETER O KNIGHT ARPT,< 1000 ft,C-150,1,1,Precautionary Landing,2006-05-21,No damage,1,PRIVATELY OWNED,Florida,Climb,,False,False,"BIRDS NOTED IN AFD. BIRD REPTD AS PELICAN, ASSUME BROWN FROM DATE AND LOCATION.",Large,Some Cloud,Brown pelican,Y,3423,380.0,0,No
234514,Airplane,SACRAMENTO EXECUTIVE ARPT,< 1000 ft,PA-32,1,1,Precautionary Landing,2006-05-22,No damage,1,BUSINESS,California,Climb,,False,False,PILOT IS UNAVAILABLE FOR INFORMATION AT THIS TIME,Small,Overcast,Rock pigeon,Y,0,60.0,0,No
237832,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,Aborted Take-off,2006-05-22,Caused damage,2,JETBLUE AIRWAYS,New York,Take-off run,,False,False,"ATCT REPTD AN ABORTED T/O DUE TO A BIRD INGESTION ON 31L. 1 WING WAS FOUND & IDENTIFIED AS AN OSPREY WING. 2 ENGINE BLADES, 1 EXIT GUIDE VANE AND 3 SECTIONS OF ANNULAR FILLER  WERE DAMAGED & BLOOD WAS SPLATTERED INSIDE THE ENG. NO ABNORMAL ENGINE INDICATI",Large,Some Cloud,Osprey,Y,0,0.0,0,No
239281,Airplane,ELMIRA/CORNING MUNICIPAL,< 1000 ft,CL-RJ100/200,1,1,Engine Shut Down,2006-05-27,Caused damage,2,AIR WISCONSIN AIRLINES,New York,Take-off run,,False,False,"DAMAGED FINS IN #2 ENG. LANDED OK ON ONE ENG. A/C RETD TO RAMP W/O INCIDENT. REPLACED 12 FAN BLADES AND STATOR. BLADES WERE REPAIRED, SO COST WAS NOT HIGH.",Medium,Overcast,Ring-billed gull,Y,1711,0.0,0,No
233636,Airplane,MEMPHIS INTL,< 1000 ft,A-320,1,1,Aborted Take-off,2006-06-01,No damage,2,NORTHWEST AIRLINES,Tennessee,Take-off run,,True,False,LRG HAWK FLEW ACROSS FRONT OF WINDSCREEN AND HIT THE FUSELAGE BEHIND THE F/O NEAR THE AREA OF DOOR 1R. ABORTED T/O AND I TOOK OVER CONTROLS FROM THE F/O FOR THE REJECT. RETD TO GATE FOR INSPN. ALLOWED BRAKES TO COOL. AFTER MX INSPN WE DEPARTED FOR BNA. (D,Medium,Some Cloud,Red-tailed hawk,N,0,0.0,0,No
241185,Airplane,RICHARD LLOYD JONES JR ARPT,< 1000 ft,C-172,1,1,Precautionary Landing,2006-06-02,Caused damage,1,BUSINESS,Oklahoma,Climb,,True,True,"BIRD HIT L WING JUST OTBD OF LDG LIGHT. MECHANIC WAS ABLE TO POP METAL BACK INTO PLACE. NO FURTHER REPAIRS NECESSARY. ID BY SMITHSONIAN, FAA 1471.",Small,Some Cloud,Rock pigeon,Y,0,100.0,0,No
237286,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,EMB-170,1,1,Aborted Take-off,2006-06-03,Caused damage,2,REPUBLIC AIRLINES,Texas,Take-off run,,False,False,"BIRD UNKN, INGESTED & DISINTEGRATED. PILOT WARNING ON AIM AND ATIS.",Small,No Cloud,Unknown bird - small,Y,0,0.0,0,No
244680,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,< 1000 ft,CL-RJ900,1,1,Precautionary Landing,2006-06-14,Caused damage,2,MESA AIRLINES,North Carolina,Climb,,False,False,"PILOT SAW TURKEY VULTURE AHEAD TO THE LEFT ON CLIMBOUT. IT HIT L SLAT (OUTER PORTION OF WING). TALKED TO MX, TOLD THEM WE WERE OVERWT, ASKED IF WE SHOULD BURN FUEL OR LAND. THEY TOLD US JUST TO NOTE THE W/S ON TOUCHDOWN. WE RETD TO CLT, FOUND REMAINS & SM",Large,Some Cloud,Turkey vulture,N,0,1000.0,0,No
243557,Airplane,WESTCHESTER COUNTY ARPT,< 1000 ft,CIRRUS SR 20/22,1,1,Precautionary Landing,2006-07-02,No damage,1,PRIVATELY OWNED,New York,Climb,,False,False,PILOT REPTD NO VISIBLE DMG. BIRD APPEARED TO HIT THE TIE-DOWN GROMMET,Medium,Overcast,American crow,Y,0,10.0,0,No
239170,Airplane,MIDLAND INTL,< 1000 ft,C-206 STATIO,1,1,Other,2006-07-03,No damage,1,BUSINESS,Texas,Climb,,False,False,NO REMAINS RECEIVED AT SMITHSONIAN) PILOT WAS DOING TOUCH AND GO'S WHEN HE REPTD A BIRDSTRIKE AT 20FT AGL ON CLIMBOUT. HE CONTD ON AROUND AND LANDED. NO DMG. (ONE FORM REPTD ABORTED T/O AS EFFECT),Small,Some Cloud,Mourning dove,N,0,20.0,0,No
243599,Airplane,DALLAS/FORT WORTH INTL ARPT,< 1000 ft,MD-82,1,1,Aborted Take-off,2006-07-07,Caused damage,2,AMERICAN AIRLINES,Texas,Take-off run,,True,False,GOLFBALL SIZE DENT IN L WING ON LEADING EDGE FLAP 5' FROM FUSELAGE. NOSE CONE WAS DENTED AND CRACKED,Small,Some Cloud,Rock pigeon,Y,0,0.0,0,No
237190,Airplane,YAKIMA AIR TERMINAL,< 1000 ft,LEARJET-35,1,1,Other,2006-07-09,Caused damage,2,BUSINESS,Washington,Landing Roll,,True,False,"L ENG COWL LOWER INLET DAMAGED. 2"" DEEP AND 8"" LONG. A/C OUT OF SERVICE. ENG OK. BIRD ALSO REPTD AS A DUCK OR LARGE HAWK.  REMAINS OF A SMALL HAWK FOUND WHICH IS COMMON TO THE AIRPT, LIKELY AN AMERICAN KESTREL BASED ON COMMENTS FROM  WS BIOL.",Small,No Cloud,American kestrel,N,0,0.0,0,No
238124,Airplane,LOUISVILLE INTL ARPT,< 1000 ft,SHORTS 360,1,1,Aborted Take-off,2006-07-18,No damage,2,AIR CARGO CARRIERS,Kentucky,Take-off run,,False,False,TIME REPTD AS 0945AM LOCAL NIGHT AND 0940Z. (DATA ENTRY NOTE: LOOKED UP FLT TO FIND ACTUAL TIME A/C TOOK OFF 0809),Small,No Cloud,Killdeer,N,0,0.0,0,No
243526,Airplane,DES MOINES INTL,< 1000 ft,CL-RJ100/200,1,1,Other,2006-07-19,No damage,2,PINNACLE,Iowa,Landing Roll,,False,False,"ON LDG FLARE, BIRD HIT SLIGHTLY BEHIDN RADOME ON L SIDE. POTENTIAL FOR DEPARTURE DELAY.",Medium,Some Cloud,Unknown bird - medium,Y,0,0.0,0,No
240875,Airplane,WILEY POST ARPT,< 1000 ft,C-500,1,1,Precautionary Landing,2006-07-21,Caused damage,2,US CUSTOMS AND BORDER PROTECTION,Oklahoma,Take-off run,,False,False,"HIT #1 ENG ITT PROBE. DAMAGED MANY FAN BLADES. ENG REPLACED. OVERWT LDG INSPN. 3 WEEKS OUT OF SVC. (DATA ENTRY NOTE: BIRD REPTD AS DOVE, ASSUME MOURNING DOVE FROM WS BIOL INFO. NO CONFIRMATION ABOUT SPECIES, HOWEVER.)",Small,No Cloud,Mourning dove,N,399307,0.0,0,No
238272,Airplane,ATLANTA INTL,< 1000 ft,MD-88,1,1,Other,2006-07-22,Caused damage,2,DELTA AIR LINES,Georgia,Climb,,False,False,DMG TO SHEET METAL ON NOSE GEAR DOOR. NO ENG DMG. A/C DELAYED FOR 1.5 HRS AFTER NEXT PUSHBACK TIME FOR INSPN AND REPAIR.,Medium,Some Cloud,Unknown bird - medium,N,0,500.0,0,No
242278,Airplane,PORTLAND INTL (OR),< 1000 ft,B-737-400,1,1,Other,2006-07-22,No damage,2,ALASKA AIRLINES,Oregon,Landing Roll,,False,False,KESTREL INGESTION ON LDG ROLL OBSVD BY REPORTING WILDLF TECH. AIRLINE REPTD 4 HRS OF MECHANICS TIME AND A 30 MIN DELAY.,Small,Some Cloud,American kestrel,Y,0,0.0,0,Yes
236615,Airplane,MORRISTOWN MUNICIPAL ARPT,< 1000 ft,C-172,1,1,Aborted Take-off,2006-07-24,No damage,1,PRIVATELY OWNED,New Jersey,Climb,,True,False,PHASE REPTD AS TAKE-OFF RUN BUT ALT REPTD AS 50 FT.,Small,No Cloud,European starling,Y,0,50.0,0,No
243893,Airplane,SPOKANE INTERNATIONAL,< 1000 ft,B-737-400,1,1,Precautionary Landing,2006-07-25,Caused damage,2,ALASKA AIRLINES,Washington,Take-off run,,False,False,"IT WAS REPTD TO ATCT THAT A PORTION OF THE NOSE WEATHER STRIPING WAS DAMAGED. A/C WAS AT TAKE OFF ROTATION. (BIRD REPTD AS RAVEN, ASSUME COMMON RAVEN FROM LOCATION)",Medium,No Cloud,Common raven,N,0,0.0,0,Yes
244148,Airplane,SOUTH BEND REGIONAL,< 1000 ft,C-310,1,1,Aborted Take-off,2006-07-26,No damage,2,BUSINESS,Indiana,Take-off run,,False,False,ALT REPTD AS 800 FT BUT PHASE AS T/O RUN. (FIELD ELEV IS 799.) 2ND REPT SHOWED HEIGHT AT 100 FT AGL AND PHASE AS CLIMB AND EFFECT AS PREC LGD. PILOT SAID BIRD WAS CROW SIZED. PILOT ADZ ATC OF STRIKE. ARPT OPS DID NOT FIND REMAINS.,Small,Some Cloud,Unknown bird - small,N,0,0.0,0,No
240772,Airplane,ORLANDO INTL,> 1000 ft,ATR-72,1,1,Precautionary Landing,2006-07-27,Caused damage,2,AMERICAN EAGLE AIRLINES,Florida,Climb,,False,False,MINOR RADOME DMG.,Large,Some Cloud,Turkey vulture,Y,0,1200.0,0,No
244342,Airplane,MADISON COUNTY ARPT,< 1000 ft,C-150,1,1,Precautionary Landing,2006-07-28,No damage,1,PRIVATELY OWNED,Ohio,Climb,,False,False,KILLDEER OR STARLING. BIRDS WRE ON OR NEAR RWY IN DIRECT PATH OF A/C. BIRD HIT JUST AFTER T/O IN CLIMB CONFIGURATION JUST BELOW LEADING EDGE. NO DMG. RETD TO LAND FOR INSPN.,Small,No Cloud,Unknown bird - small,N,6,60.0,0,No
243684,Airplane,CHIPPEWA COUNTY INTL ARPT,< 1000 ft,GULFSTRM II,1,1,Precautionary Landing,2006-08-07,Caused damage,2,BUSINESS,Michigan,Climb,,False,False,ENG HAD SEVERE COMPRESSOR STALLS. DMG FOUND TO INTERIOR OF ENG. IT WAS REMOVED.,Medium,No Cloud,Ring-billed gull,N,0,50.0,0,No
244300,Airplane,SPOKANE INTERNATIONAL,< 1000 ft,DHC8 DASH 8,1,1,Other,2006-08-10,No damage,2,HORIZON AIR,Washington,Landing Roll,,True,False,FLT  HAD SLIGHT DELAY DUE TO INSPN. NO DMG. BIRD REPTD AS DOVE AND KILLDEER.,Small,Some Cloud,Killdeer,N,0,0.0,0,No
242603,Airplane,DEKALB-PEACHTREE ARPT,< 1000 ft,CITATION X,1,1,Precautionary Landing,2006-08-11,No damage,2,NETJETS AVIATION,Georgia,Climb,,False,False,MED SIZED BROWN BIRD.  THUMP ON SIDE OF A/C. FUNNY SMELL. RETD TO ARPT.,Medium,Some Cloud,Unknown bird - medium,N,0,100.0,0,No
245502,Airplane,BRACKETT FIELD ARPT,< 1000 ft,PA-28,1,1,Precautionary Landing,2006-08-11,No damage,1,PRIVATELY OWNED,California,Climb,,False,False,"NO DMG. MADE PREC LDG TO CHECK FOR DMG. (REPT FILED BY PILOT SAYS STRIKE WAS ON CLIMB (UPWIND), REPT FILED BY ATCT SAYS DOWNWIND)",Small,Some Cloud,Unknown bird - small,N,0,250.0,0,No
238755,Airplane,SALT LAKE CITY INTL,> 1000 ft,B-737-800,1,1,Precautionary Landing,2006-08-13,Caused damage,2,DELTA AIR LINES,Utah,Climb,,True,True,"HIT BIRD WHILE TURNING OVER GREAT SALT LAKE. PILOT REPTD SEEING BIRDS, POSSIBLY GULLS FLYING IN FRONT OF A/C. 1 HIT THE AOA SENSOR ON RT SIDE OF A/C.  IT THEN HIT THE #2 ENG COWLING CAUSING A LARGE GASH.ALSO DAMAGED FAN BALDE. REMAINS ON UNDERSIDE OF RT W",Large,Some Cloud,American white pelican,N,114088,1300.0,0,Yes
243549,Airplane,DES MOINES INTL,< 1000 ft,B-757-200,1,1,Other,2006-08-14,Caused damage,2,UNITED AIRLINES,Iowa,Landing Roll,,True,False,DAMAGED COWLING. SOME OF THE BIRD PASSED THRU THE FAN SECTION AND POSSIBLY SOME THRU THE CORE AS WELL. A/C WAS FERRIED TO SFO FOR COWLIING REPLACEMENT.,Medium,No Cloud,Red-tailed hawk,N,0,0.0,0,Yes
243560,Airplane,PENSACOLA REGIONAL,< 1000 ft,CL-RJ700,1,1,Precautionary Landing,2006-08-15,Caused damage,2,PSA AIRLINES,Florida,Take-off run,,False,False,NOSE WAS CHECKED AS BEING DAMAGED BUT NO CHECK FOR STRUCK.  ASSUME BIRD HIT NOSE.,Medium,Some Cloud,Unknown bird - medium,N,0,0.0,0,No
241840,Airplane,FORT LAUDERDALE EXECUTIVE ARPT,< 1000 ft,LEARJET-35,1,1,Aborted Take-off,2006-08-15,No damage,2,BUSINESS,Florida,Take-off run,,False,False,ATIS WARNING. SML SEA BIRD.,Small,Some Cloud,Unknown bird - small,Y,0,0.0,0,No
246507,Airplane,JOE FOSS FIELD ARPT,< 1000 ft,SA227 AC METRO III,1,1,Other,2006-08-15,Caused damage,2,BUSINESS,South Dakota,Approach,,False,False,UNUSUAL ENG NOISE ON LDG AND ROLLOUT.,Medium,No Cloud,Unknown bird - medium,N,347967,20.0,0,No
243481,Airplane,GRATIOT COMMUNITY,< 1000 ft,C-550,1,1,Other,2006-08-16,Caused damage,2,BUSINESS,Michigan,Landing Roll,,True,False,SEVERAL DEER BOLTED ACROSS THE RWY. THE LAST DEER WAS HIT BY A/C WING. DAMAGE WAS MIDWING. UNABLE TO FINISH TRIP.,Large,Some Cloud,White-tailed deer,N,43354,0.0,0,No
243458,Airplane,GERALD R FORD INTL,< 1000 ft,LEARJET-31,1,1,Precautionary Landing,2006-08-17,Caused damage,2,BUSINESS,Michigan,Take-off run,,True,False,"FIRST YEAR RED-TAILED HAWK, IS BY USDA, WS.",Medium,Some Cloud,Red-tailed hawk,N,0,0.0,0,No
245618,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,BE-1900,1,1,Other,2006-08-19,No damage,2,GULFSTREAM INTL AIRLINES,Florida,Approach,,False,False,AT 800FT AGL ENG SURGED & A/C STARTED TO YAW TO RT. APCH WAS CONTD DUE TO CLOSE PROXIMITY TO GROUND & NO SIGNIFICANT DIRECTIONAL CONTROL LOSS. A/C WAS ON SLOPE AND ALLIGNED WITH RWY. AT 400FT RH ENG REGAINED FULL POWER. FEATHERS AND BLOOD ON RT ENG COWLIN,Medium,Some Cloud,Unknown bird - medium,N,0,800.0,0,No
244764,Airplane,JACKSONVILLE INTL,< 1000 ft,ATR-72,1,1,Aborted Take-off,2006-08-20,No damage,2,AMERICAN EAGLE AIRLINES,Florida,Take-off run,,True,False,"LARGE WHITE EGRET CROSSED PATH WITH A/C. HIT WINDSHLD, EDGE OF PROP AND RT WING. NO DMG. BIRD NOT INGESTED.",Medium,Overcast,Great egret,Y,0,0.0,0,No
244079,Airplane,INDIANAPOLIS INTL,< 1000 ft,C-560,1,1,Other,2006-08-21,Caused damage,2,NETJETS AVIATION,Indiana,Landing Roll,,True,False,"A/C HIT HAWK LANDING RWY 23 FIRST 1000 FT. DMG TO L WING BOOT, 1/2 IN HOLE. A/C GROUNDED UNTIL INSPN. A/C WAS FERRIED OUT FOR REPAIRS",Medium,No Cloud,Red-tailed hawk,Y,11357,0.0,0,No
243324,Airplane,GULFPORT BILOXI REGIONAL,< 1000 ft,EMB-170,1,1,Aborted Take-off,2006-08-21,Caused damage,2,SHUTTLE AMERICA,Mississippi,Take-off run,,True,True,"ID BY SMITHSONIAN, FAA 1540. F/O SAW FLOCK (# NOT REPTD, ASSUME 2-10) FLY ACROSS PATH OF A/C FOLLOWED BY A VIBRATION. #2 ENG INGESTED A BIRD CAUSING 2 BENT FAN BLADES. NO REMAINS ON RWY, ONLY IN ENG.",Small,Some Cloud,Rock pigeon,N,0,0.0,0,No
246191,Airplane,CALGARY INTL,< 1000 ft,CL-RJ700,1,1,Other,2006-08-22,No damage,2,SKYWEST AIRLINES,Alberta,Take-off run,,True,False,"PRIOR TO ROTATION I SAW A BIRD ON RWY CL. STEERED RT TO AVOID HITTING IT WITH NOSEGEAR. WHEN A/C WAS WITHIN 20 FT OF BIRD, IT BEGAN TO FLY. NO IMPACT FELT. FLT CONTD. TWR WAS NOTIFIED. CARCASS WAS FOUND ON RWY. BIRD REMAINS ON L MAIN LDG GEAR WERE FOUND A",Medium,No Cloud,Swainson's hawk,N,0,0.0,0,No
240665,Airplane,LAMBERT-ST LOUIS INTL,< 1000 ft,B-737-300,1,1,Precautionary Landing,2006-08-22,No damage,2,SOUTHWEST AIRLINES,Missouri,Take-off run,,False,False,"BIRD HIT #1 ENG AT ROTATION. WE SMELLED BIRD IN AIR CONDTIONING SYSTEM. SHORTLY AFTER IMPACT. ALL ENG INSTRUMENTS NORMAL. MADE PREC LDG AT STL. MX CHECKED ENG, SAID IT WAS OK. FLT UNEVENTFUL. A/C OUT OF SERVICE 30 MINS.",Small,No Cloud,Mourning dove,N,0,0.0,0,Yes
239393,Airplane,JOHN F KENNEDY INTL,< 1000 ft,A-320,1,1,Precautionary Landing,2006-08-27,Caused damage,2,JETBLUE AIRWAYS,New York,Climb,Rain,True,False,HIT OSPREY JUST AFTER GEAR RETRACTION. IT HIT THE A/C ON L SIDE OF NOSE UNDER CAPT'S WINDSCREEN & THE LOUD BANG LED US TO BELIEVE THERE MIGHT BE SOME FUSELAGE DMG. DENTED L SIDE UNDER WINDSHDL. FLT CANCELLED.,Large,Some Cloud,Osprey,N,0,100.0,0,No
246780,Airplane,GREATER PEORIA REGIONAL ARPT,> 1000 ft,CL-RJ100/200,1,1,Other,2006-08-29,Caused damage,2,ATLANTIC SOUTHEAST,Illinois,Approach,,False,False,POSSIBLE SML HAWK. PILOT REPTD VIA PHONE BIRD HIT FUSELAGE JUST BELOW F/O'S WINDOW AND #2 ENG INGESTED BIRD. OUTBOUND FLT CANCELLED UNTIL SOMEONE FROM ATL CAN MAKE IT UP TO CHECK ENG. ATC WAS INFORMED OF ACCIDENT 1 HR LATER. NO VIZ DMG TO A/C HOWEVER A/C,Medium,Some Cloud,Unknown bird - medium,N,0,2500.0,0,No
239724,Airplane,BOWMAN FIELD,< 1000 ft,AERONCA 7,1,1,Aborted Take-off,2006-08-30,No damage,1,BUSINESS,Kentucky,Take-off run,Fog,False,False,NO REMAINS FOUND. PILOT INSPCTD PROP. NO DMG.,Small,Overcast,Unknown bird - small,N,0,0.0,0,No
246947,Airplane,VAN NUYS ARPT,< 1000 ft,C-172,1,1,Aborted Take-off,2006-09-02,No damage,1,BUSINESS,California,Climb,,True,False,PILOT REPTD STRIKING BIRD WHILE CONDUCTING TOUCH AND GOES AND 1 KESTREL WAS FOUND EAST OF RWY 16R CENTERLINE ABEAM TWY K.,Small,Some Cloud,American kestrel,Y,0,15.0,0,No
242010,Airplane,PHOENIX-MESA GATEWAY,< 1000 ft,CIRRUS SR 20/22,1,1,Other,2006-09-03,No damage,1,BUSINESS,Arizona,Approach,,False,False,PHASE REPTD AS APCH BUT EFFECT REPTD AS ABORTED T/O (PERHAPS PILOT WAS DOING TOUCH AND GOES).  HIT BIRD 1000 FT FROM APCH END OF RWY. PILOT NOTED NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,25.0,0,No
243244,Airplane,ATLANTA INTL,< 1000 ft,B-757-200,1,1,Precautionary Landing,2006-09-06,Caused damage,2,DELTA AIR LINES,Georgia,Climb,,False,False,INGESTED LRG BIRD IN L ENG ON DEPTR. RETD FOR PREC LDG. CODE GREEN.  FAN BLADE AND ACOUSTIC LINER DMG. UNK IF ENG WAS SHUTDOWN. PHOTOS OF DMG TO ENG. NO REMAINS LEFT JUST BLOOD. MX UNAWARE OF DNA TESTING BUT WERE EDUCATED AFTER THIS EVENT.,Large,Some Cloud,Unknown bird - large,N,0,600.0,0,Yes
247609,Airplane,THE EASTERN IOWA ARPT,> 1000 ft,C-206 STATIO,1,1,Precautionary Landing,2006-09-06,Caused damage,1,BUSINESS,Iowa,Climb,,True,True,SAW LARGE BIRD APPEAR FROM BELOW AT THE 11:30 POSITION FROM THE FRONT OF THE A/C. I BANKED RT TO AVOID CONTACT BUT WAS UNABLE TO AVOID IT. STRIKE PUSHED LEADING EDGE OF L WING INTO WING SPAR. DAMAGE CAUSED CONTROL DIFFICULTIES SO I DECLARED AN EMERGENCY A,Medium,No Cloud,Red-tailed hawk,N,70164,2130.0,0,No
245619,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,AVRO RJ 85,1,1,Precautionary Landing,2006-09-08,No damage,4,MESABA AIRLINES,Michigan,Take-off run,,True,True,"ID BY SMITHSONIAN, FAA 1572. FLT DELAY FOR 5 HRS. BORESCOPE INSPN FOUND NO ENG DMG. COST WAS FOR INSPN.",Small,No Cloud,Mourning dove,Y,570,0.0,0,No
240569,Airplane,GREATER ROCHESTER INTL,< 1000 ft,A-300,1,1,Other,2006-09-09,No damage,2,FEDEX EXPRESS,New York,Take-off run,,True,False,BIRD REPTD AS GULL OR RED-TAILED HAWK. A LOUD BANG WAS HEARD AND THE TWR REPTD THE SOUND OF A COMPRESSOR STALL AND A LARGE FLAME FROM THE BACK OF THE ENG. THE SMELL OF BURNT FEATHERS WAS EVIDENT FOR A FEW MOMENTS AFTER T/O. ALL ENG PARAMETERS REMAINED NOR,Large,Some Cloud,Unknown bird - large,Y,0,0.0,0,No
244890,Airplane,PHOENIX-MESA GATEWAY,< 1000 ft,PA-28,1,1,Precautionary Landing,2006-09-13,No damage,1,BUSINESS,Arizona,Approach,,False,False,NO DMG NOTED,Large,No Cloud,Unknown bird - large,N,0,500.0,0,No
242941,Airplane,QUAD CITY ARPT,> 1000 ft,LEARJET-31,1,1,Precautionary Landing,2006-09-14,Caused damage,2,BUSINESS,Illinois,Climb,,False,False,RT WING LEADING EDGE,Small,No Cloud,Unknown bird - small,Y,0,2500.0,0,No
240163,Airplane,MONMOUTH EXECUTIVE ARPT,> 1000 ft,C-560,1,1,Other,2006-09-15,Caused damage,2,CITATIONAIR,New Jersey,Approach,Rain,False,False,"BIRD HIT ON APCH FROM SW. WING' MID SPAN FENCE"" ON LEADING EDGE. OUT OF SVC 3 DAYS WAITING FOR REPLACEMENT PART AND REPAIR. COST NOT AVAILABLE.",Medium,Overcast,Unknown bird - medium,N,0,2000.0,0,No
239124,Airplane,GERALD R FORD INTL,< 1000 ft,C-560,1,1,Precautionary Landing,2006-09-21,No damage,2,BUSINESS,Michigan,Take-off run,,False,False,NO VIZ DMG. BIRD HIT L WINDSCREEN. A/C DEPTD 30 MIN. LATER.,Small,Some Cloud,Unknown bird - small,N,0,0.0,0,No
243898,Airplane,OHIO STATE UNIVERSITY,< 1000 ft,C-208,1,1,Precautionary Landing,2006-09-21,No damage,1,GOVERNMENT,Ohio,Climb,,False,False,"PROP HIT AT LEAST 1 DOVE. REMAINS IMPACTED THE RT FUSELAG, FLAPS AND GEAR. (BIRDS REPTD AS DOVES, ASSUME MOURNING DOVES)",Small,No Cloud,Mourning dove,N,0,15.0,0,No
244694,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,< 1000 ft,B-757-200,1,1,Precautionary Landing,2006-09-22,No damage,2,NORTH AMERICAN,Florida,Climb,,False,False,A/C RETD TO ARPT. BIRD REMAINS OBSVC ON ENG COWLING. PILOT NOTED BIRD REMARKS ON ATIS.,Medium,Some Cloud,Unknown bird - medium,Y,0,200.0,0,Yes
238139,Airplane,METRO OAKLAND INTL,< 1000 ft,B-737-700,1,1,Precautionary Landing,2006-09-23,Caused damage,2,ALOHA AIRLINES,California,Climb,,False,False,"BIRDSTRIKE ON ROTATION. IMMEDIATELY GOT STICK SHAKER AND IAS DISAGREE WARNINGS. F/O AIRSPEED WAS 60 KNOTS LESS THAN CAPT AND STANDBY INDICATORS. DURING VECTORS FOR A DOWNWIND RETURN TO OAK, BOTH EEC'S WENT TO ALTERNATE MODE. WE THEN EXPERIENCED A LOSS OF",Medium,No Cloud,Unknown bird - medium,Y,1141,10.0,0,Yes
243189,Airplane,DETROIT METRO WAYNE COUNTY ARPT,< 1000 ft,B-757-200,1,1,Other,2006-09-25,No damage,2,NORTHWEST AIRLINES,Michigan,Taxi,,False,False,FLT CREW REPTD POSSIBLE ENG INGESTION WHILE TAXIING. NOTHING FOUND IN AREA. A/C HAD ALREADY RETD TO GATE FOR INSPN AND DEPTARTED. NO EVIDENCE OF A STRIKE WAS NOTED.,Medium,Some Cloud,Unknown bird - medium,Y,0,0.0,0,Yes
238922,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,> 1000 ft,BE-1900,1,1,Other,2006-09-25,Caused damage,2,COMMUTAIR,Kentucky,Approach,,True,False,"(DATA ENTRY NOTE: PHASE REPTD AS EN ROUTE BUT ALT TOO LOW. FOUND A/C WAS GOING TO CVG AND LANDED AT 2141, SO PHASE WAS APCH.)",Large,No Cloud,Unknown bird - large,N,0,9000.0,0,No
239980,Airplane,SOUTHWEST FLORIDA INTL ARPT,< 1000 ft,A-320,1,1,Aborted Take-off,2006-10-01,Caused damage,2,USA 3000,Florida,Take-off run,,True,False,PILOT REPTD BIRDSTRIKE AND ABORTED T/O. TAXIED BACK TO GATE. DMG TO ENG. ONLY FEATHERS WERE FOUND.,Medium,No Cloud,Great egret,Y,0,0.0,0,No
244748,Airplane,MINETA SAN JOSE INTL,< 1000 ft,A-320,1,1,Precautionary Landing,2006-10-04,Caused damage,2,AMERICA WEST AIRLINES,California,Climb,Rain,False,False,3 BLADES ON RT ENG DAMAGED.,Medium,Overcast,Unknown bird - medium,Y,0,800.0,0,No
240554,Airplane,GENERAL MITCHELL INTL,< 1000 ft,B-717-200,1,1,Aborted Take-off,2006-10-05,No damage,2,MIDWEST AIRLINES,Wisconsin,Take-off run,,True,False,NOSE GEAR DOOR. ID BY WS BIOL,Medium,Some Cloud,Herring gull,N,0,0.0,0,No
239781,Airplane,ALBANY INTL,> 1000 ft,EMB-145,1,1,Precautionary Landing,2006-10-05,Caused damage,2,TRANS STATES AIRLINES,New York,Climb,,True,True,"ID BY SMITHSONIAN, FAA 1598. PREC LDG.  ARFF RESPONDED. DMG TO A/C WERE REPORTED AS MINOR. A/C TAXIED TO RAMP W/O INCIDENT. (PARTS DAMAGED NOT REPTD,_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 ASSUME SAME AS PARTS STRUCK)",Large,Some Cloud,Canada goose,Y,0,1500.0,0,No
